video_id,published_at,text,start,duration
n1XnIX04zZI,2024-12-12T21:00:06Z,constrangedor que o de quim catag então,87.64,3.68
n1XnIX04zZI,2024-12-12T21:00:06Z,então veremos o que vai acontecer bom,89.92,5.0
n1XnIX04zZI,2024-12-12T21:00:06Z,pessoal então vamos fazer um tour não de,91.32,6.839
n1XnIX04zZI,2024-12-12T21:00:06Z,Blonde aqui por onde eu moro né então,94.92,6.8
n1XnIX04zZI,2024-12-12T21:00:06Z,aqui é basicamente uma sala e eu fico,98.159,6.96
n1XnIX04zZI,2024-12-12T21:00:06Z,usando livros lidos e não lidos como,101.72,4.56
n1XnIX04zZI,2024-12-12T21:00:06Z,decoração é muito bom porque se você,105.119,2.36
n1XnIX04zZI,2024-12-12T21:00:06Z,compra um livro você sabe que você vai,106.28,4.0
n1XnIX04zZI,2024-12-12T21:00:06Z,ler ele Você larga ele fala olha só vou,107.479,5.401
n1XnIX04zZI,2024-12-12T21:00:06Z,ler mas ele vir uma decoração se você já,110.28,5.519
n1XnIX04zZI,2024-12-12T21:00:06Z,leu mesma coisa E aí é isso assim né,112.88,5.8
n1XnIX04zZI,2024-12-12T21:00:06Z,Fico acumulando eles e jogando eles aqui,115.799,6.521
n1XnIX04zZI,2024-12-12T21:00:06Z,nos canos poderia ser considerado um,118.68,6.039
n1XnIX04zZI,2024-12-12T21:00:06Z,cara meio um esquerdomacho porque eu,122.32,5.84
n1XnIX04zZI,2024-12-12T21:00:06Z,tenho Samambaias em casa né porque vier,124.719,5.4
n1XnIX04zZI,2024-12-12T21:00:06Z,atenta contra minha imagem de um,128.16,5.159
n1XnIX04zZI,2024-12-12T21:00:06Z,fascista um extremista de direita mas é,130.119,5.241
n1XnIX04zZI,2024-12-12T21:00:06Z,é da vida de fato isso aqui não a gente,133.319,4.081
n1XnIX04zZI,2024-12-12T21:00:06Z,não deveria filmar porque prova que eu,135.36,4.08
n1XnIX04zZI,2024-12-12T21:00:06Z,matei uma planta É então isso isso aqui,137.4,3.68
n1XnIX04zZI,2024-12-12T21:00:06Z,é um ó Isso aqui é demonstração de,139.44,5.6
n1XnIX04zZI,2024-12-12T21:00:06Z,fascismo aí vamos lá aqui é o quarto,141.08,7.56
n1XnIX04zZI,2024-12-12T21:00:06Z,você vê que eu já arrumei a cama catag,145.04,6.76
n1XnIX04zZI,2024-12-12T21:00:06Z,já apei arrumei a cama porque uma vez eu,148.64,4.879
n1XnIX04zZI,2024-12-12T21:00:06Z,vi um depoimento de um General Americano,151.8,3.439
n1XnIX04zZI,2024-12-12T21:00:06Z,falou ah primeira coisa de fazer num dia,153.519,2.8
n1XnIX04zZI,2024-12-12T21:00:06Z,para você conseguir ter um din,155.239,3.161
n1XnIX04zZI,2024-12-12T21:00:06Z,organizado é arrumar sua cama é a sua,156.319,3.401
n1XnIX04zZI,2024-12-12T21:00:06Z,primeira vitória e é verdade se você tem,158.4,3.64
n1XnIX04zZI,2024-12-12T21:00:06Z,uma primeira vitória que arrumar C falar,159.72,4.879
n1XnIX04zZI,2024-12-12T21:00:06Z,uau aí você começa a se organizar Eu não,162.04,4.36
n1XnIX04zZI,2024-12-12T21:00:06Z,acreditava nisso até eu começar a fazer,164.599,4.761
n1XnIX04zZI,2024-12-12T21:00:06Z,e acho o qu tem que fazer aí não tem não,166.4,4.199
n1XnIX04zZI,2024-12-12T21:00:06Z,tem muita coisa basicamente um,169.36,3.799
n1XnIX04zZI,2024-12-12T21:00:06Z,apartamento a mão de livro velho uns,170.599,4.761
n1XnIX04zZI,2024-12-12T21:00:06Z,tapetes jogados um em cima do outro se,173.159,4.121
n1XnIX04zZI,2024-12-12T21:00:06Z,vocês reparem direito é o mesmo,175.36,4.519
n1XnIX04zZI,2024-12-12T21:00:06Z,apartamento do Artur né ele tem o mesmo,177.28,4.92
n1XnIX04zZI,2024-12-12T21:00:06Z,mesmo tamanho mes só que ele tem uma,179.879,4.64
n1XnIX04zZI,2024-12-12T21:00:06Z,outra divisão então isso aqui é,182.2,5.44
n1XnIX04zZI,2024-12-12T21:00:06Z,separado uma parede aí e tal enquanto,184.519,5.601
n1XnIX04zZI,2024-12-12T21:00:06Z,que o Artur ele é inteiriço agora você,187.64,4.48
n1XnIX04zZI,2024-12-12T21:00:06Z,me Manica pro tapete né cara você tem um,190.12,4.039
n1XnIX04zZI,2024-12-12T21:00:06Z,tapete embaixo de um tapete embaixo de,192.12,3.92
n1XnIX04zZI,2024-12-12T21:00:06Z,outro tapete que embaixo de outro tapete,194.159,4.0
n1XnIX04zZI,2024-12-12T21:00:06Z,sim porque e ali tem outro tapete,196.04,3.96
n1XnIX04zZI,2024-12-12T21:00:06Z,embaixo outro tapete sim ali tem três,198.159,4.281
n1XnIX04zZI,2024-12-12T21:00:06Z,também Mania manias,200.0,6.72
n1XnIX04zZI,2024-12-12T21:00:06Z,de de sei lá quero parecer um sucão não,202.44,7.68
n1XnIX04zZI,2024-12-12T21:00:06Z,sei eu acho legal eu acho que acho que é,206.72,6.56
n1XnIX04zZI,2024-12-12T21:00:06Z,daorinha tipo por que não então hoje,210.12,6.16
n1XnIX04zZI,2024-12-12T21:00:06Z,antes de ir pra academia eu vou ã,213.28,5.679
n1XnIX04zZI,2024-12-12T21:00:06Z,terminar o meu texto da valet eu vou,216.28,5.84
n1XnIX04zZI,2024-12-12T21:00:06Z,entregar para um cliente meu um,218.959,5.64
n1XnIX04zZI,2024-12-12T21:00:06Z,documento que eu preciso fazer tipo um,222.12,5.28
n1XnIX04zZI,2024-12-12T21:00:06Z,relatório ali para eles e vou fazer uma,224.599,6.2
n1XnIX04zZI,2024-12-12T21:00:06Z,ligação com a turma deles e aí se vocês,227.4,4.919
n1XnIX04zZI,2024-12-12T21:00:06Z,quiserem enquanto isso aqui eu faço um,230.799,3.601
n1XnIX04zZI,2024-12-12T21:00:06Z,café da manhã e vocês comem enquanto eu,232.319,4.521
n1XnIX04zZI,2024-12-12T21:00:06Z,faço é um bom acordo cara geladeira,234.4,4.6
n1XnIX04zZI,2024-12-12T21:00:06Z,claramente tem um cara que mora sozinho,236.84,4.8
n1XnIX04zZI,2024-12-12T21:00:06Z,que não tem muitas coisas aqui,239.0,7.079
n1XnIX04zZI,2024-12-12T21:00:06Z,e e que mas ter ingredientes entendeu o,241.64,5.72
n1XnIX04zZI,2024-12-12T21:00:06Z,importante é você ter alguns,246.079,3.401
n1XnIX04zZI,2024-12-12T21:00:06Z,ingredientes PR aquilo que você precisa,247.36,4.12
n1XnIX04zZI,2024-12-12T21:00:06Z,eu vou fazer um ovo aí pr vocês vocês,249.48,4.039
n1XnIX04zZI,2024-12-12T21:00:06Z,tomam um café,251.48,6.4
n1XnIX04zZI,2024-12-12T21:00:06Z,claro eu só Tom sinto que eu não bati as,253.519,8.24
n1XnIX04zZI,2024-12-12T21:00:06Z,metas de proteína no dia eu não gosto de,257.88,6.4
n1XnIX04zZI,2024-12-12T21:00:06Z,e eu acho que poxa é possível você bater,261.759,3.521
n1XnIX04zZI,2024-12-12T21:00:06Z,sua meta,264.28,4.24
n1XnIX04zZI,2024-12-12T21:00:06Z,é comendo carne e frango do dia n vamos,265.28,6.28
n1XnIX04zZI,2024-12-12T21:00:06Z,lá galerinha ou fazer um ovo é uma,268.52,5.119
n1XnIX04zZI,2024-12-12T21:00:06Z,receita israelense a gente chama cha,271.56,4.56
n1XnIX04zZI,2024-12-12T21:00:06Z,chuca que é mais fácil de fazer do que,273.639,5.801
n1XnIX04zZI,2024-12-12T21:00:06Z,as pessoas imaginam e uma torrada aí pr,276.12,6.16
n1XnIX04zZI,2024-12-12T21:00:06Z,vocês e um cafezinho que eu já vou,279.44,4.199
n1XnIX04zZI,2024-12-12T21:00:06Z,seguir e eu acho esse café a coisa mais,282.28,3.24
n1XnIX04zZI,2024-12-12T21:00:06Z,legal meu pai me deu isso aqui aqueles,283.639,3.921
n1XnIX04zZI,2024-12-12T21:00:06Z,café de turco e você nunca imagin que,285.52,4.04
n1XnIX04zZI,2024-12-12T21:00:06Z,isso aqui vai funcionar mas cara sabe,287.56,4.079
n1XnIX04zZI,2024-12-12T21:00:06Z,que funciona não é ruim então vamos,289.56,4.12
n1XnIX04zZI,2024-12-12T21:00:06Z,mostrar para vocês como é que se faz ó,291.639,5.681
n1XnIX04zZI,2024-12-12T21:00:06Z,pego o grão jogo O grão no,293.68,6.76
n1XnIX04zZI,2024-12-12T21:00:06Z,moedor viram está moído esses fogões por,297.32,4.879
n1XnIX04zZI,2024-12-12T21:00:06Z,indução são,300.44,4.4
n1XnIX04zZI,2024-12-12T21:00:06Z,saco que aqui eu vou fazer o seguinte,302.199,5.56
n1XnIX04zZI,2024-12-12T21:00:06Z,vou esquentar um pouco de,304.84,2.919
n1XnIX04zZI,2024-12-12T21:00:06Z,água e isso aqui porque como é,308.16,8.36
n1XnIX04zZI,2024-12-12T21:00:06Z,indução ele não pode ir direto aqui ele,312.08,5.64
n1XnIX04zZI,2024-12-12T21:00:06Z,não esquenta então vou ter que esquentar,316.52,3.6
n1XnIX04zZI,2024-12-12T21:00:06Z,ele dentro da frigideira então teria que,317.72,5.479
n1XnIX04zZI,2024-12-12T21:00:06Z,fazer um truck meio Tosco mais o sistema,320.12,5.28
n1XnIX04zZI,2024-12-12T21:00:06Z,do café ó aqui é uma coisa bem,323.199,3.72
n1XnIX04zZI,2024-12-12T21:00:06Z,interessante que eu faço e aí quando eu,325.4,3.32
n1XnIX04zZI,2024-12-12T21:00:06Z,acho no mercado eu compro pequenos stoes,326.919,3.601
n1XnIX04zZI,2024-12-12T21:00:06Z,já tá acabando no sto,328.72,4.479
n1XnIX04zZI,2024-12-12T21:00:06Z,aqui eu tenho stoque de bife estoque de,330.52,6.76
n1XnIX04zZI,2024-12-12T21:00:06Z,frango e aís vegetais congelados então,333.199,6.401
n1XnIX04zZI,2024-12-12T21:00:06Z,PR uma pessoa que come proteínas você,337.28,5.039
n1XnIX04zZI,2024-12-12T21:00:06Z,tem que ter seu estoque de de Carnes aí,339.6,4.68
n1XnIX04zZI,2024-12-12T21:00:06Z,guardadas um rapaz arrumado que sabe,342.319,4.32
n1XnIX04zZI,2024-12-12T21:00:06Z,cozinhar Casa limpa assim Vocês tiveram,344.28,4.08
n1XnIX04zZI,2024-12-12T21:00:06Z,L do Artur quem táa mais arrumado a sua,346.639,4.4
n1XnIX04zZI,2024-12-12T21:00:06Z,lógica Artur você lógico Ué não é o,348.36,6.119
n1XnIX04zZI,2024-12-12T21:00:06Z,Artur organizad é cara certas coisas aí,351.039,5.681
n1XnIX04zZI,2024-12-12T21:00:06Z,né Parece que o Onde está seu Deus agora,354.479,3.921
n1XnIX04zZI,2024-12-12T21:00:06Z,Artur esquentou a água a água tá em,356.72,5.84
n1XnIX04zZI,2024-12-12T21:00:06Z,ebulição que que você vai fazer sem sem,358.4,7.799
n1XnIX04zZI,2024-12-12T21:00:06Z,mulas colocou a água e aí você bota aqui,362.56,6.359
n1XnIX04zZI,2024-12-12T21:00:06Z,novamente isso um truque com indução se,366.199,5.921
n1XnIX04zZI,2024-12-12T21:00:06Z,fosse um fogão com fogo era melhor ó ó,368.919,4.441
n1XnIX04zZI,2024-12-12T21:00:06Z,começou a subir,372.12,4.32
n1XnIX04zZI,2024-12-12T21:00:06Z,atenção começou a subir Ah ele baixou,373.36,5.6
n1XnIX04zZI,2024-12-12T21:00:06Z,sozinho mas quando ele subiu você tira,376.44,5.12
n1XnIX04zZI,2024-12-12T21:00:06Z,um pouco né para ele decantar Aí você,378.96,5.0
n1XnIX04zZI,2024-12-12T21:00:06Z,coloca de,381.56,5.56
n1XnIX04zZI,2024-12-12T21:00:06Z,novo aí tirou de novo e faz pela três,383.96,6.079
n1XnIX04zZI,2024-12-12T21:00:06Z,terceira vez trocou,387.12,6.12
n1XnIX04zZI,2024-12-12T21:00:06Z,fez as três vezes desligou deixa ele,390.039,5.201
n1XnIX04zZI,2024-12-12T21:00:06Z,quieto aqui deixa ele quieto E aí eu vou,393.24,5.399
n1XnIX04zZI,2024-12-12T21:00:06Z,servir vocês a gente vai fazer este chak,395.24,6.76
n1XnIX04zZI,2024-12-12T21:00:06Z,chuca Roller,398.639,3.361
n1XnIX04zZI,2024-12-12T21:00:06Z,Coaster Você destruiu o meu,411.68,6.639
n1XnIX04zZI,2024-12-12T21:00:06Z,ovo Nossa quase que o ovo quebra só aqui,414.8,5.44
n1XnIX04zZI,2024-12-12T21:00:06Z,é assim a minha versão isso mas uma,418.319,4.241
n1XnIX04zZI,2024-12-12T21:00:06Z,versão inspirada na versão turca que é,420.24,4.679
n1XnIX04zZI,2024-12-12T21:00:06Z,uma versão do lente médio é muito pesado,422.56,5.28
n1XnIX04zZI,2024-12-12T21:00:06Z,você comer de manhã alho e tal eu acho,424.919,6.081
n1XnIX04zZI,2024-12-12T21:00:06Z,tá então a gente só vai botar o alho,427.84,5.68
n1XnIX04zZI,2024-12-12T21:00:06Z,batido aqui ó pega um um pedaço de,431.0,4.28
n1XnIX04zZI,2024-12-12T21:00:06Z,gengibre e joga aí isso porque tanto o,433.52,3.679
n1XnIX04zZI,2024-12-12T21:00:06Z,gengi quant alho a gente vai tirar a,435.28,3.68
n1XnIX04zZI,2024-12-12T21:00:06Z,gente não vai comer por porque é pesado,437.199,4.4
n1XnIX04zZI,2024-12-12T21:00:06Z,taca ali uma manteiga aqui e a cintura,438.96,4.28
n1XnIX04zZI,2024-12-12T21:00:06Z,que faz coisa com muita manteiga é bem,441.599,4.44
n1XnIX04zZI,2024-12-12T21:00:06Z,exagerado não eu não vou exagerar tanto,443.24,6.44
n1XnIX04zZI,2024-12-12T21:00:06Z,você vai fazer só a basez inha aqui ó,446.039,6.081
n1XnIX04zZI,2024-12-12T21:00:06Z,aí vamos lá e aí tem a a coisa a base,449.68,5.16
n1XnIX04zZI,2024-12-12T21:00:06Z,disso aqui vai ser essa manteiga a gente,452.12,4.68
n1XnIX04zZI,2024-12-12T21:00:06Z,pode também só PR dar um,454.84,4.639
n1XnIX04zZI,2024-12-12T21:00:06Z,tchanan joga um pouquinho de azeite só,456.8,4.119
n1XnIX04zZI,2024-12-12T21:00:06Z,que Azeite é muito calórico mas nós,459.479,3.201
n1XnIX04zZI,2024-12-12T21:00:06Z,famos em três aqui então,460.919,5.081
n1XnIX04zZI,2024-12-12T21:00:06Z,beleza jogou aqui ó para m queimar a,462.68,5.12
n1XnIX04zZI,2024-12-12T21:00:06Z,gordura faz o sabor disso aqui entendeu,466.0,3.759
n1XnIX04zZI,2024-12-12T21:00:06Z,E,467.8,6.88
n1XnIX04zZI,2024-12-12T21:00:06Z,aí aí vai que vai,469.759,4.921
n1XnIX04zZI,2024-12-12T21:00:06Z,isso chama saborizar a manteiga é,481.4,5.199
n1XnIX04zZI,2024-12-12T21:00:06Z,exatamente você tá botando as,484.039,5.44
n1XnIX04zZI,2024-12-12T21:00:06Z,especiarias aqui junto e aí elas dão um,486.599,4.761
n1XnIX04zZI,2024-12-12T21:00:06Z,gosto na manteiga porque a o principal,489.479,4.12
n1XnIX04zZI,2024-12-12T21:00:06Z,condutor de sabor na comida é a gordura,491.36,5.72
n1XnIX04zZI,2024-12-12T21:00:06Z,a gordura ela pega gosto das coisas e,493.599,6.961
n1XnIX04zZI,2024-12-12T21:00:06Z,aqui ó bem simples,497.08,3.48
n1XnIX04zZI,2024-12-12T21:00:06Z,rápida,502.879,3.0
n1XnIX04zZI,2024-12-12T21:00:06Z,cafezinho que é bom viu fica bom F bom,506.879,4.16
n1XnIX04zZI,2024-12-12T21:00:06Z,pô,510.039,4.48
n1XnIX04zZI,2024-12-12T21:00:06Z,e cadê o pó não pra o pó vai ficar aqui,511.039,6.641
n1XnIX04zZI,2024-12-12T21:00:06Z,no fundo olha aí ó filmaker quase pronto,514.519,4.0
n1XnIX04zZI,2024-12-12T21:00:06Z,aqui,517.68,4.719
n1XnIX04zZI,2024-12-12T21:00:06Z,ó é só a Clara terminar de endurecer,518.519,5.561
n1XnIX04zZI,2024-12-12T21:00:06Z,vocês querem falar mal do Artur né que o,522.399,4.921
n1XnIX04zZI,2024-12-12T21:00:06Z,Artur não Serv nada vocês eu tô aqui ó,524.08,5.52
n1XnIX04zZI,2024-12-12T21:00:06Z,preparando,527.32,5.72
n1XnIX04zZI,2024-12-12T21:00:06Z,coisinhas tá brindo isso aí faz assim e,529.6,7.6
n1XnIX04zZI,2024-12-12T21:00:06Z,aí é o que você opine o momento de,533.04,9.84
n1XnIX04zZI,2024-12-12T21:00:06Z,tensão E aí ficou bom,537.2,5.68
n1XnIX04zZI,2024-12-12T21:00:06Z,[ __ ],545.48,3.0
n1XnIX04zZI,2024-12-12T21:00:06Z,Hum você sentiu que tem um gostinho de,549.0,5.399
n1XnIX04zZI,2024-12-12T21:00:06Z,fundo ali,553.079,5.561
n1XnIX04zZI,2024-12-12T21:00:06Z,da do cominho do você sente um gosto,554.399,6.801
n1XnIX04zZI,2024-12-12T21:00:06Z,gosto aqui é normal que lembra comidas,558.64,5.4
n1XnIX04zZI,2024-12-12T21:00:06Z,do oriente não é não não é um molho de,561.2,5.96
n1XnIX04zZI,2024-12-12T21:00:06Z,tomate normal obviamente italiano não eu,564.04,6.0
n1XnIX04zZI,2024-12-12T21:00:06Z,realmente cozinho muito bem n,567.16,5.64
n1XnIX04zZI,2024-12-12T21:00:06Z,não é que eu quero me achar Mas assim,570.04,5.96
n1XnIX04zZI,2024-12-12T21:00:06Z,hoje vocês vão ver diferente do do Val,572.8,5.279
n1XnIX04zZI,2024-12-12T21:00:06Z,ou mesmo do parlamentar queem catag uma,576.0,4.399
n1XnIX04zZI,2024-12-12T21:00:06Z,pessoa que tem muitas habilidades uma,578.079,3.721
n1XnIX04zZI,2024-12-12T21:00:06Z,pessoa que tem muitas habilidades eu,580.399,3.241
n1XnIX04zZI,2024-12-12T21:00:06Z,posso não ser o melhor em nenhuma delas,581.8,5.159
n1XnIX04zZI,2024-12-12T21:00:06Z,mas eu sou bom em muitas riso deu certo,583.64,7.6
n1XnIX04zZI,2024-12-12T21:00:06Z,deu muito certo tá então provado aqui,586.959,6.481
n1XnIX04zZI,2024-12-12T21:00:06Z,mas alimentamos aqui nosso time E aí,591.24,3.96
n1XnIX04zZI,2024-12-12T21:00:06Z,aquele breve momento que você lava a,593.44,3.16
n1XnIX04zZI,2024-12-12T21:00:06Z,louça e tem que ser um negócio muito,595.2,5.36
n1XnIX04zZI,2024-12-12T21:00:06Z,rápido lavar louça é chato,596.6,3.96
n1XnIX04zZI,2024-12-12T21:00:06Z,[Música],601.56,16.76
n1XnIX04zZI,2024-12-12T21:00:06Z,o momento em que você não estraga o,617.04,2.799
n1XnIX04zZI,2024-12-12T21:00:06Z,prazo da revista Valete porque eu fui o,618.32,3.68
n1XnIX04zZI,2024-12-12T21:00:06Z,último a entar o texto eu já possa,619.839,4.281
n1XnIX04zZI,2024-12-12T21:00:06Z,avisar vocês irão um áudio agora para o,622.0,5.32
n1XnIX04zZI,2024-12-12T21:00:06Z,junito da galera que edita,624.12,6.08
n1XnIX04zZI,2024-12-12T21:00:06Z,junit texto tá aí já tá com você a no,627.32,6.88
n1XnIX04zZI,2024-12-12T21:00:06Z,Zap eh coloa as imagens lá dos mes faz,630.2,6.079
n1XnIX04zZI,2024-12-12T21:00:06Z,muito memético assim faz uma coluna com,634.2,5.36
n1XnIX04zZI,2024-12-12T21:00:06Z,uma cara meio caótica de internet vamos,636.279,5.891
n1XnIX04zZI,2024-12-12T21:00:06Z,que vamos,639.56,20.4
n1XnIX04zZI,2024-12-12T21:00:06Z,[Música],642.17,20.889
n1XnIX04zZI,2024-12-12T21:00:06Z,[Aplausos],659.96,3.099
n1XnIX04zZI,2024-12-12T21:00:06Z,[Música],663.99,14.57
n1XnIX04zZI,2024-12-12T21:00:06Z,eu tenho uma denúcia para,675.6,2.96
n1XnIX04zZI,2024-12-12T21:00:06Z,fazer l de,678.639,3.44
n1XnIX04zZI,2024-12-12T21:00:06Z,Carvalho o que que é um homem Modesto tá,682.2,4.92
n1XnIX04zZI,2024-12-12T21:00:06Z,meu tênis ó que uso PR academia para,685.04,4.919
n1XnIX04zZI,2024-12-12T21:00:06Z,correr ele tá furado eu nem amigo só vou,687.12,4.32
n1XnIX04zZI,2024-12-12T21:00:06Z,andando lá eu já reparei que alumas,689.959,3.521
n1XnIX04zZI,2024-12-12T21:00:06Z,pessoas parmente mulheres olham um olhar,691.44,5.92
n1XnIX04zZI,2024-12-12T21:00:06Z,de tipo coitado tá tudo furado eu já tô,693.48,6.24
n1XnIX04zZI,2024-12-12T21:00:06Z,com uma camiseta de 21 anos né sim que é,697.36,5.12
n1XnIX04zZI,2024-12-12T21:00:06Z,o que que é um tênis furado e você vai,699.72,4.76
n1XnIX04zZI,2024-12-12T21:00:06Z,com essa camisa pra academia,702.48,4.24
n1XnIX04zZI,2024-12-12T21:00:06Z,vou é uma pergunta vocês estão me,704.48,3.56
n1XnIX04zZI,2024-12-12T21:00:06Z,julgando Qual o problema de com a,706.72,4.08
n1XnIX04zZI,2024-12-12T21:00:06Z,camiseta que eu dormi PR,708.04,2.76
n1XnIX04zZI,2024-12-12T21:00:06Z,academia Deixa eu lá pegar minha,712.959,3.481
n1XnIX04zZI,2024-12-12T21:00:06Z,mercedes,715.04,5.599
n1XnIX04zZI,2024-12-12T21:00:06Z,aqui mentira eu sou pobre e aí eu,716.44,6.04
n1XnIX04zZI,2024-12-12T21:00:06Z,encontro você lá no escritório fechou,720.639,4.481
n1XnIX04zZI,2024-12-12T21:00:06Z,tem mais,722.48,2.64
n1XnIX04zZI,2024-12-12T21:00:06Z,tarde nossa que barulho é esse é um,726.24,6.36
n1XnIX04zZI,2024-12-12T21:00:06Z,cachorro ou um porco sendo,729.68,5.32
n1XnIX04zZI,2024-12-12T21:00:06Z,sacrificado tadinha um,732.6,6.44
n1XnIX04zZI,2024-12-12T21:00:06Z,cachorro Ah eu sei qual é meu vizinho,735.0,6.24
n1XnIX04zZI,2024-12-12T21:00:06Z,isso aqui é um bom podcast chamado,739.04,6.2
n1XnIX04zZI,2024-12-12T21:00:06Z,astral flight simulation é bem bom essa,741.24,8.2
n1XnIX04zZI,2024-12-12T21:00:06Z,aqui é a parte chata ess,745.24,6.64
n1XnIX04zZI,2024-12-12T21:00:06Z,inhas assim e tal A tem que se impor ó,749.44,4.839
n1XnIX04zZI,2024-12-12T21:00:06Z,me enfiei,751.88,6.6
n1XnIX04zZI,2024-12-12T21:00:06Z,aqui trânsito é uma pequena guerra e,754.279,5.881
n1XnIX04zZI,2024-12-12T21:00:06Z,claramente uma guerra em que você tem,758.48,4.0
n1XnIX04zZI,2024-12-12T21:00:06Z,que ficar obviamente S sem ser ma,760.16,4.72
n1XnIX04zZI,2024-12-12T21:00:06Z,educado você tem que ser ligeiro né,762.48,5.56
n1XnIX04zZI,2024-12-12T21:00:06Z,porque certas pessoas realmente elas T,764.88,4.519
n1XnIX04zZI,2024-12-12T21:00:06Z,um comportamento muito passivo no,768.04,3.359
n1XnIX04zZI,2024-12-12T21:00:06Z,trânsito e aí elas fazem tudo ficar mais,769.399,3.68
n1XnIX04zZI,2024-12-12T21:00:06Z,lento,771.399,5.281
n1XnIX04zZI,2024-12-12T21:00:06Z,e ninguém gosta de pegar,773.079,6.681
n1XnIX04zZI,2024-12-12T21:00:06Z,trânsito falando em pilotagem Você sabe,776.68,5.08
n1XnIX04zZI,2024-12-12T21:00:06Z,que eu Artur meu irmão ano passado a,779.76,4.72
n1XnIX04zZI,2024-12-12T21:00:06Z,gente fez uns mini campeonatinho de kart,781.76,5.12
n1XnIX04zZI,2024-12-12T21:00:06Z,né Foi bem pau pau teve corridas que fui,784.48,3.64
n1XnIX04zZI,2024-12-12T21:00:06Z,melhor teve coidas que o Artur foi,786.88,2.519
n1XnIX04zZI,2024-12-12T21:00:06Z,melhor teve coidas que o meu irmão foi,788.12,3.2
n1XnIX04zZI,2024-12-12T21:00:06Z,melhor,789.399,4.601
n1XnIX04zZI,2024-12-12T21:00:06Z,e saberemos ainda que é o melhor,791.32,4.319
n1XnIX04zZI,2024-12-12T21:00:06Z,correndo Artur sempre diz que nesses,794.0,3.48
n1XnIX04zZI,2024-12-12T21:00:06Z,esportes motores porque ele é um sujeito,795.639,5.56
n1XnIX04zZI,2024-12-12T21:00:06Z,dinâmico ele com a motocross dele mas m,797.48,6.039
n1XnIX04zZI,2024-12-12T21:00:06Z,carart não é assim não e eu tô nessa,801.199,4.041
n1XnIX04zZI,2024-12-12T21:00:06Z,vibe automobilística também porque teve,803.519,5.641
